champion 1,champion 2,win rate
234.0,126.0,0.222
126.0,112.0,0.2
112.0,126.0,0.2
126.0,8.0,0.25
8.0,126.0,0.25
126.0,106.0,0.0
106.0,126.0,0.0
126.0,19.0,0.667
19.0,126.0,0.667
126.0,498.0,0.462
498.0,126.0,0.462
126.0,101.0,0.625
101.0,126.0,0.625
126.0,5.0,0.529
5.0,126.0,0.529
126.0,157.0,0.5
157.0,126.0,0.5
126.0,777.0,0.455
777.0,126.0,0.455
126.0,83.0,0.5
83.0,126.0,0.5
126.0,350.0,0.333
350.0,126.0,0.333
126.0,154.0,0.375
154.0,126.0,0.375
126.0,238.0,0.591
238.0,126.0,0.591
126.0,115.0,0.6
115.0,126.0,0.6
126.0,26.0,0.333
26.0,126.0,0.333
126.0,142.0,0.583
142.0,126.0,0.583
126.0,143.0,0.25
143.0,126.0,0.25
202.0,222.0,0.5
222.0,202.0,0.5
202.0,145.0,0.5
145.0,202.0,0.5
202.0,429.0,0.0
429.0,202.0,0.0
202.0,43.0,0.574
43.0,202.0,0.574
202.0,30.0,0.417
30.0,202.0,0.417
202.0,38.0,0.37
38.0,202.0,0.37
202.0,55.0,0.545
55.0,202.0,0.545
202.0,10.0,0.615
10.0,202.0,0.615
202.0,141.0,0.531
141.0,202.0,0.531
202.0,85.0,0.568
85.0,202.0,0.568
202.0,121.0,0.528
121.0,202.0,0.528
202.0,203.0,0.657
203.0,202.0,0.657
202.0,240.0,0.542
240.0,202.0,0.542
202.0,96.0,0.429
96.0,202.0,0.429
202.0,7.0,0.514
7.0,202.0,0.514
202.0,64.0,0.468
64.0,202.0,0.468
202.0,89.0,0.467
89.0,202.0,0.467
202.0,876.0,0.639
876.0,202.0,0.639
202.0,127.0,0.222
127.0,202.0,0.222
202.0,236.0,0.444
236.0,202.0,0.444
202.0,117.0,0.4
117.0,202.0,0.4
202.0,99.0,0.471
99.0,202.0,0.471
202.0,54.0,0.385
54.0,202.0,0.385
202.0,90.0,0.8
90.0,202.0,0.8
202.0,57.0,0.5
57.0,202.0,0.5
202.0,11.0,0.429
11.0,202.0,0.429
202.0,21.0,0.5
21.0,202.0,0.5
202.0,62.0,0.586
62.0,202.0,0.586
202.0,82.0,0.414
82.0,202.0,0.414
202.0,25.0,0.519
25.0,202.0,0.519
202.0,267.0,0.455
267.0,202.0,0.455
202.0,75.0,0.6
75.0,202.0,0.6
202.0,111.0,0.436
111.0,202.0,0.436
202.0,518.0,0.273
518.0,202.0,0.273
202.0,76.0,0.438
76.0,202.0,0.438
202.0,56.0,0.545
56.0,202.0,0.545
202.0,20.0,0.5
20.0,202.0,0.5
202.0,2.0,0.548
2.0,202.0,0.548
202.0,61.0,0.312
61.0,202.0,0.312
202.0,516.0,0.444
516.0,202.0,0.444
202.0,80.0,0.5
80.0,202.0,0.5
202.0,78.0,0.615
78.0,202.0,0.615
202.0,555.0,0.415
555.0,202.0,0.415
202.0,246.0,0.614
246.0,202.0,0.614
202.0,133.0,0.5
133.0,202.0,0.5
202.0,497.0,0.676
497.0,202.0,0.676
202.0,33.0,0.0
33.0,202.0,0.0
202.0,421.0,0.444
421.0,202.0,0.444
202.0,526.0,0.5
526.0,202.0,0.5
202.0,58.0,0.2
58.0,202.0,0.2
202.0,107.0,0.419
107.0,202.0,0.419
202.0,92.0,0.412
92.0,202.0,0.412
202.0,68.0,0.514
68.0,202.0,0.514
202.0,13.0,0.476
13.0,202.0,0.476
202.0,360.0,0.5
360.0,202.0,0.5
202.0,113.0,0.4
113.0,202.0,0.4
202.0,235.0,0.524
235.0,202.0,0.524
202.0,147.0,0.559
147.0,202.0,0.559
202.0,875.0,0.545
875.0,202.0,0.545
202.0,35.0,0.5
35.0,202.0,0.5
202.0,98.0,0.35
98.0,202.0,0.35
202.0,102.0,0.462
102.0,202.0,0.462
202.0,27.0,0.478
27.0,202.0,0.478
202.0,14.0,0.643
14.0,202.0,0.643
202.0,15.0,1.0
15.0,202.0,1.0
202.0,72.0,0.5
72.0,202.0,0.5
202.0,37.0,0.532
37.0,202.0,0.532
202.0,16.0,0.625
16.0,202.0,0.625
202.0,50.0,1.0
50.0,202.0,1.0
202.0,517.0,0.653
517.0,202.0,0.653
202.0,134.0,0.4
134.0,202.0,0.4
202.0,223.0,0.278
223.0,202.0,0.278
202.0,163.0,0.625
163.0,202.0,0.625
202.0,91.0,0.469
91.0,202.0,0.469
202.0,44.0,0.364
44.0,202.0,0.364
202.0,17.0,0.455
17.0,202.0,0.455
202.0,412.0,0.5
412.0,202.0,0.5
202.0,18.0,0.714
18.0,202.0,0.714
202.0,48.0,0.45
48.0,202.0,0.45
202.0,23.0,0.432
23.0,202.0,0.432
202.0,4.0,0.417
4.0,202.0,0.417
202.0,29.0,0.0
29.0,202.0,0.0
202.0,77.0,0.5
77.0,202.0,0.5
202.0,6.0,0.647
6.0,202.0,0.647
202.0,110.0,0.5
110.0,202.0,0.5
202.0,67.0,0.4
67.0,202.0,0.4
202.0,45.0,0.444
45.0,202.0,0.444
202.0,161.0,0.818
161.0,202.0,0.818
202.0,711.0,0.45
711.0,202.0,0.45
202.0,254.0,0.25
254.0,202.0,0.25
202.0,234.0,0.469
234.0,202.0,0.469
202.0,112.0,0.368
112.0,202.0,0.368
202.0,8.0,0.381
8.0,202.0,0.381
202.0,106.0,0.667
106.0,202.0,0.667
202.0,19.0,1.0
19.0,202.0,1.0
202.0,498.0,0.5
498.0,202.0,0.5
202.0,101.0,0.462
101.0,202.0,0.462
202.0,5.0,0.568
5.0,202.0,0.568
202.0,157.0,0.552
157.0,202.0,0.552
202.0,777.0,0.512
777.0,202.0,0.512
202.0,83.0,1.0
83.0,202.0,1.0
202.0,350.0,0.486
350.0,202.0,0.486
202.0,154.0,0.538
154.0,202.0,0.538
202.0,238.0,0.525
238.0,202.0,0.525
202.0,115.0,0.667
115.0,202.0,0.667
202.0,26.0,0.414
26.0,202.0,0.414
202.0,142.0,0.703
142.0,202.0,0.703
202.0,143.0,0.429
143.0,202.0,0.429
222.0,145.0,0.5
145.0,222.0,0.5
222.0,429.0,0.5
429.0,222.0,0.5
222.0,43.0,0.474
43.0,222.0,0.474
222.0,30.0,0.625
30.0,222.0,0.625
222.0,38.0,0.4
38.0,222.0,0.4
222.0,55.0,0.375
55.0,222.0,0.375
222.0,10.0,0.0
10.0,222.0,0.0
222.0,141.0,0.312
141.0,222.0,0.312
222.0,85.0,0.75
85.0,222.0,0.75
222.0,121.0,0.37
121.0,222.0,0.37
222.0,203.0,0.412
203.0,222.0,0.412
222.0,240.0,0.333
240.0,222.0,0.333
222.0,96.0,0.667
96.0,222.0,0.667
222.0,7.0,0.615
7.0,222.0,0.615
222.0,64.0,0.389
64.0,222.0,0.389
222.0,89.0,0.556
89.0,222.0,0.556
222.0,876.0,0.25
876.0,222.0,0.25
222.0,127.0,0.3
127.0,222.0,0.3
222.0,236.0,0.286
236.0,222.0,0.286
222.0,117.0,0.615
117.0,222.0,0.615
222.0,99.0,0.714
99.0,222.0,0.714
222.0,54.0,0.444
54.0,222.0,0.444
222.0,90.0,0.5
90.0,222.0,0.5
222.0,57.0,1.0
57.0,222.0,1.0
222.0,11.0,0.333
11.0,222.0,0.333
222.0,21.0,0.5
21.0,222.0,0.5
222.0,62.0,0.538
62.0,222.0,0.538
222.0,82.0,0.231
82.0,222.0,0.231
222.0,25.0,0.571
25.0,222.0,0.571
222.0,267.0,0.571
267.0,222.0,0.571
222.0,75.0,0.333
75.0,222.0,0.333
222.0,111.0,0.462
111.0,222.0,0.462
222.0,518.0,1.0
518.0,222.0,1.0
222.0,76.0,0.857
76.0,222.0,0.857
222.0,56.0,0.5
56.0,222.0,0.5
222.0,20.0,0.833
20.0,222.0,0.833
222.0,2.0,0.75
2.0,222.0,0.75
222.0,61.0,0.3
61.0,222.0,0.3
222.0,516.0,0.75
516.0,222.0,0.75
222.0,80.0,1.0
80.0,222.0,1.0
222.0,78.0,0.733
78.0,222.0,0.733
222.0,555.0,0.714
555.0,222.0,0.714
222.0,246.0,0.333
246.0,222.0,0.333
222.0,133.0,1.0
133.0,222.0,1.0
222.0,497.0,0.5
497.0,222.0,0.5
222.0,33.0,0.0
33.0,222.0,0.0
222.0,421.0,0.8
421.0,222.0,0.8
222.0,526.0,0.667
526.0,222.0,0.667
222.0,58.0,0.25
58.0,222.0,0.25
222.0,107.0,0.333
107.0,222.0,0.333
222.0,92.0,0.75
92.0,222.0,0.75
222.0,68.0,0.333
68.0,222.0,0.333
222.0,13.0,0.462
13.0,222.0,0.462
222.0,360.0,0.5
360.0,222.0,0.5
222.0,113.0,0.333
113.0,222.0,0.333
222.0,235.0,1.0
235.0,222.0,1.0
222.0,147.0,0.111
147.0,222.0,0.111
222.0,875.0,0.467
875.0,222.0,0.467
222.0,35.0,0.222
35.0,222.0,0.222
222.0,98.0,0.5
98.0,222.0,0.5
222.0,102.0,0.333
102.0,222.0,0.333
222.0,27.0,0.429
27.0,222.0,0.429
222.0,14.0,0.444
14.0,222.0,0.444
222.0,15.0,0.5
15.0,222.0,0.5
222.0,72.0,0.5
72.0,222.0,0.5
222.0,37.0,0.538
37.0,222.0,0.538
222.0,16.0,0.5
16.0,222.0,0.5
222.0,50.0,0.5
50.0,222.0,0.5
222.0,517.0,0.571
517.0,222.0,0.571
222.0,134.0,0.222
134.0,222.0,0.222
222.0,223.0,0.75
223.0,222.0,0.75
222.0,163.0,0.727
163.0,222.0,0.727
222.0,91.0,0.542
91.0,222.0,0.542
222.0,44.0,0.333
44.0,222.0,0.333
222.0,17.0,0.389
17.0,222.0,0.389
222.0,412.0,0.41
412.0,222.0,0.41
222.0,18.0,1.0
18.0,222.0,1.0
222.0,48.0,0.778
48.0,222.0,0.778
222.0,23.0,0.429
23.0,222.0,0.429
222.0,4.0,0.5
4.0,222.0,0.5
222.0,29.0,0.4
29.0,222.0,0.4
222.0,77.0,1.0
77.0,222.0,1.0
222.0,6.0,0.571
6.0,222.0,0.571
222.0,110.0,0.5
110.0,222.0,0.5
222.0,67.0,0.25
67.0,222.0,0.25
222.0,45.0,0.667
45.0,222.0,0.667
222.0,161.0,0.0
161.0,222.0,0.0
222.0,711.0,0.462
711.0,222.0,0.462
222.0,254.0,0.4
254.0,222.0,0.4
222.0,234.0,0.364
234.0,222.0,0.364
222.0,112.0,1.0
112.0,222.0,1.0
222.0,8.0,0.455
8.0,222.0,0.455
222.0,106.0,0.5
106.0,222.0,0.5
222.0,19.0,1.0
19.0,222.0,1.0
222.0,498.0,0.5
498.0,222.0,0.5
222.0,101.0,0.667
101.0,222.0,0.667
222.0,5.0,0.55
5.0,222.0,0.55
222.0,157.0,0.615
157.0,222.0,0.615
222.0,777.0,0.485
777.0,222.0,0.485
222.0,83.0,0.5
83.0,222.0,0.5
222.0,350.0,0.5
350.0,222.0,0.5
222.0,154.0,0.417
154.0,222.0,0.417
222.0,238.0,0.55
238.0,222.0,0.55
222.0,115.0,0.25
115.0,222.0,0.25
222.0,26.0,0.364
26.0,222.0,0.364
222.0,142.0,0.571
142.0,222.0,0.571
222.0,143.0,0.333
143.0,222.0,0.333
145.0,429.0,0.5
429.0,145.0,0.5
145.0,43.0,0.5
43.0,145.0,0.5
145.0,30.0,0.222
30.0,145.0,0.222
145.0,38.0,0.417
38.0,145.0,0.417
145.0,55.0,0.533
55.0,145.0,0.533
145.0,10.0,0.5
10.0,145.0,0.5
145.0,141.0,0.478
141.0,145.0,0.478
145.0,85.0,0.444
85.0,145.0,0.444
145.0,121.0,0.517
121.0,145.0,0.517
145.0,203.0,0.576
203.0,145.0,0.576
145.0,240.0,0.333
240.0,145.0,0.333
145.0,96.0,0.333
96.0,145.0,0.333
145.0,7.0,0.526
7.0,145.0,0.526
145.0,64.0,0.312
64.0,145.0,0.312
145.0,89.0,0.375
89.0,145.0,0.375
145.0,876.0,0.296
876.0,145.0,0.296
145.0,127.0,0.562
127.0,145.0,0.562
145.0,236.0,0.375
236.0,145.0,0.375
145.0,117.0,0.421
117.0,145.0,0.421
145.0,99.0,0.333
99.0,145.0,0.333
145.0,54.0,0.643
54.0,145.0,0.643
145.0,90.0,0.667
90.0,145.0,0.667
145.0,57.0,0.7
57.0,145.0,0.7
145.0,11.0,0.375
11.0,145.0,0.375
145.0,21.0,0.5
21.0,145.0,0.5
145.0,62.0,0.611
62.0,145.0,0.611
145.0,82.0,0.643
82.0,145.0,0.643
145.0,25.0,0.727
25.0,145.0,0.727
145.0,267.0,0.455
267.0,145.0,0.455
145.0,75.0,0.667
75.0,145.0,0.667
145.0,111.0,0.426
111.0,145.0,0.426
145.0,518.0,0.571
518.0,145.0,0.571
145.0,76.0,0.444
76.0,145.0,0.444
145.0,56.0,0.75
56.0,145.0,0.75
145.0,20.0,0.706
20.0,145.0,0.706
145.0,2.0,0.875
2.0,145.0,0.875
145.0,61.0,0.625
61.0,145.0,0.625
145.0,516.0,0.571
516.0,145.0,0.571
145.0,80.0,0.125
80.0,145.0,0.125
145.0,78.0,0.526
78.0,145.0,0.526
145.0,555.0,0.5
555.0,145.0,0.5
145.0,246.0,0.526
246.0,145.0,0.526
145.0,133.0,0.5
133.0,145.0,0.5
145.0,497.0,0.333
497.0,145.0,0.333
145.0,33.0,0.5
33.0,145.0,0.5
145.0,421.0,0.478
421.0,145.0,0.478
145.0,526.0,0.889
526.0,145.0,0.889
145.0,58.0,0.375
58.0,145.0,0.375
145.0,107.0,0.818
107.0,145.0,0.818
145.0,92.0,0.692
92.0,145.0,0.692
145.0,68.0,0.565
68.0,145.0,0.565
145.0,13.0,0.333
13.0,145.0,0.333
145.0,360.0,0.5
360.0,145.0,0.5
145.0,113.0,0.4
113.0,145.0,0.4
145.0,235.0,1.0
235.0,145.0,1.0
145.0,147.0,0.571
147.0,145.0,0.571
145.0,875.0,0.565
875.0,145.0,0.565
145.0,35.0,0.438
35.0,145.0,0.438
145.0,98.0,0.4
98.0,145.0,0.4
145.0,102.0,0.5
102.0,145.0,0.5
145.0,27.0,0.625
27.0,145.0,0.625
145.0,14.0,0.5
14.0,145.0,0.5
145.0,15.0,0.5
15.0,145.0,0.5
145.0,72.0,0.6
72.0,145.0,0.6
145.0,37.0,0.471
37.0,145.0,0.471
145.0,16.0,0.5
16.0,145.0,0.5
145.0,50.0,0.5
50.0,145.0,0.5
145.0,517.0,0.529
517.0,145.0,0.529
145.0,134.0,0.385
134.0,145.0,0.385
145.0,223.0,0.556
223.0,145.0,0.556
145.0,163.0,0.636
163.0,145.0,0.636
145.0,91.0,0.429
91.0,145.0,0.429
145.0,44.0,0.5
44.0,145.0,0.5
145.0,17.0,0.5
17.0,145.0,0.5
145.0,412.0,0.538
412.0,145.0,0.538
145.0,18.0,0.429
18.0,145.0,0.429
145.0,48.0,0.278
48.0,145.0,0.278
145.0,23.0,0.409
23.0,145.0,0.409
145.0,4.0,0.5
4.0,145.0,0.5
145.0,29.0,0.333
29.0,145.0,0.333
145.0,77.0,0.833
77.0,145.0,0.833
145.0,6.0,0.565
6.0,145.0,0.565
145.0,110.0,0.5
110.0,145.0,0.5
145.0,67.0,0.0
67.0,145.0,0.0
145.0,45.0,0.667
45.0,145.0,0.667
145.0,161.0,0.6
161.0,145.0,0.6
145.0,711.0,0.429
711.0,145.0,0.429
145.0,254.0,0.6
254.0,145.0,0.6
145.0,234.0,0.417
234.0,145.0,0.417
145.0,112.0,0.7
112.0,145.0,0.7
145.0,8.0,0.438
8.0,145.0,0.438
145.0,106.0,0.667
106.0,145.0,0.667
145.0,19.0,0.5
19.0,145.0,0.5
145.0,498.0,0.5
498.0,145.0,0.5
145.0,101.0,0.538
101.0,145.0,0.538
145.0,5.0,0.667
5.0,145.0,0.667
145.0,157.0,0.423
157.0,145.0,0.423
145.0,777.0,0.5
777.0,145.0,0.5
145.0,83.0,0.5
83.0,145.0,0.5
145.0,350.0,0.5
350.0,145.0,0.5
145.0,154.0,0.636
154.0,145.0,0.636
145.0,238.0,0.455
238.0,145.0,0.455
145.0,115.0,0.667
115.0,145.0,0.667
145.0,26.0,0.385
26.0,145.0,0.385
145.0,142.0,0.565
142.0,145.0,0.565
145.0,143.0,0.25
143.0,145.0,0.25
429.0,43.0,0.5
43.0,429.0,0.5
429.0,30.0,0.333
30.0,429.0,0.333
429.0,38.0,0.5
38.0,429.0,0.5
429.0,55.0,0.333
55.0,429.0,0.333
429.0,10.0,0.5
10.0,429.0,0.5
429.0,141.0,0.5
141.0,429.0,0.5
429.0,85.0,0.333
85.0,429.0,0.333
429.0,121.0,0.167
121.0,429.0,0.167
429.0,203.0,0.5
203.0,429.0,0.5
429.0,240.0,0.5
240.0,429.0,0.5
429.0,96.0,0.5
96.0,429.0,0.5
429.0,7.0,0.0
7.0,429.0,0.0
429.0,64.0,0.0
64.0,429.0,0.0
429.0,89.0,0.5
89.0,429.0,0.5
429.0,876.0,0.0
876.0,429.0,0.0
429.0,127.0,0.5
127.0,429.0,0.5
429.0,236.0,0.5
236.0,429.0,0.5
429.0,117.0,1.0
117.0,429.0,1.0
429.0,99.0,0.0
99.0,429.0,0.0
429.0,54.0,0.0
54.0,429.0,0.0
429.0,90.0,0.5
90.0,429.0,0.5
429.0,57.0,1.0
57.0,429.0,1.0
429.0,11.0,0.5
11.0,429.0,0.5
429.0,21.0,0.5
21.0,429.0,0.5
429.0,62.0,0.8
62.0,429.0,0.8
429.0,82.0,0.0
82.0,429.0,0.0
429.0,25.0,0.0
25.0,429.0,0.0
429.0,267.0,0.0
267.0,429.0,0.0
429.0,75.0,0.5
75.0,429.0,0.5
429.0,111.0,0.333
111.0,429.0,0.333
429.0,518.0,0.5
518.0,429.0,0.5
429.0,76.0,0.4
76.0,429.0,0.4
429.0,56.0,1.0
56.0,429.0,1.0
429.0,20.0,0.0
20.0,429.0,0.0
429.0,2.0,1.0
2.0,429.0,1.0
429.0,61.0,0.5
61.0,429.0,0.5
429.0,516.0,0.5
516.0,429.0,0.5
429.0,80.0,0.5
80.0,429.0,0.5
429.0,78.0,0.0
78.0,429.0,0.0
429.0,555.0,0.0
555.0,429.0,0.0
429.0,246.0,0.333
246.0,429.0,0.333
429.0,133.0,0.5
133.0,429.0,0.5
429.0,497.0,0.5
497.0,429.0,0.5
429.0,33.0,0.5
33.0,429.0,0.5
429.0,421.0,0.5
421.0,429.0,0.5
429.0,526.0,0.5
526.0,429.0,0.5
429.0,58.0,0.5
58.0,429.0,0.5
429.0,107.0,1.0
107.0,429.0,1.0
429.0,92.0,0.25
92.0,429.0,0.25
429.0,68.0,0.0
68.0,429.0,0.0
429.0,13.0,0.0
13.0,429.0,0.0
429.0,360.0,0.5
360.0,429.0,0.5
429.0,113.0,1.0
113.0,429.0,1.0
429.0,235.0,0.5
235.0,429.0,0.5
429.0,147.0,0.0
147.0,429.0,0.0
429.0,875.0,0.3
875.0,429.0,0.3
429.0,35.0,0.4
35.0,429.0,0.4
429.0,98.0,0.25
98.0,429.0,0.25
429.0,102.0,0.333
102.0,429.0,0.333
429.0,27.0,1.0
27.0,429.0,1.0
429.0,14.0,0.5
14.0,429.0,0.5
429.0,15.0,0.5
15.0,429.0,0.5
429.0,72.0,0.5
72.0,429.0,0.5
429.0,37.0,0.0
37.0,429.0,0.0
429.0,16.0,0.667
16.0,429.0,0.667
429.0,50.0,0.5
50.0,429.0,0.5
429.0,517.0,0.25
517.0,429.0,0.25
429.0,134.0,0.5
134.0,429.0,0.5
429.0,223.0,0.5
223.0,429.0,0.5
429.0,163.0,0.667
163.0,429.0,0.667
429.0,91.0,1.0
91.0,429.0,1.0
429.0,44.0,0.0
44.0,429.0,0.0
429.0,17.0,0.667
17.0,429.0,0.667
429.0,412.0,0.556
412.0,429.0,0.556
429.0,18.0,1.0
18.0,429.0,1.0
429.0,48.0,1.0
48.0,429.0,1.0
429.0,23.0,0.667
23.0,429.0,0.667
429.0,4.0,1.0
4.0,429.0,1.0
429.0,29.0,0.5
29.0,429.0,0.5
429.0,77.0,0.5
77.0,429.0,0.5
429.0,6.0,0.0
6.0,429.0,0.0
429.0,110.0,0.5
110.0,429.0,0.5
429.0,67.0,0.5
67.0,429.0,0.5
429.0,45.0,0.5
45.0,429.0,0.5
429.0,161.0,0.5
161.0,429.0,0.5
429.0,711.0,0.444
711.0,429.0,0.444
429.0,254.0,0.5
254.0,429.0,0.5
429.0,234.0,0.5
234.0,429.0,0.5
429.0,112.0,0.5
112.0,429.0,0.5
429.0,8.0,1.0
8.0,429.0,1.0
429.0,106.0,0.0
106.0,429.0,0.0
429.0,19.0,0.5
19.0,429.0,0.5
429.0,498.0,0.5
498.0,429.0,0.5
429.0,101.0,1.0
101.0,429.0,1.0
429.0,5.0,0.0
5.0,429.0,0.0
429.0,157.0,0.5
157.0,429.0,0.5
429.0,777.0,0.429
777.0,429.0,0.429
429.0,83.0,0.5
83.0,429.0,0.5
429.0,350.0,0.0
350.0,429.0,0.0
429.0,154.0,1.0
154.0,429.0,1.0
429.0,238.0,0.75
238.0,429.0,0.75
429.0,115.0,0.5
115.0,429.0,0.5
429.0,26.0,0.0
26.0,429.0,0.0
429.0,142.0,0.0
142.0,429.0,0.0
429.0,143.0,0.5
143.0,429.0,0.5
43.0,30.0,0.154
30.0,43.0,0.154
43.0,38.0,0.333
38.0,43.0,0.333
43.0,55.0,0.45
55.0,43.0,0.45
43.0,10.0,0.333
10.0,43.0,0.333
43.0,141.0,0.6
141.0,43.0,0.6
43.0,85.0,0.381
85.0,43.0,0.381
43.0,121.0,0.536
121.0,43.0,0.536
43.0,203.0,0.667
203.0,43.0,0.667
43.0,240.0,0.55
240.0,43.0,0.55
43.0,96.0,0.167
96.0,43.0,0.167
43.0,7.0,0.429
7.0,43.0,0.429
43.0,64.0,0.538
64.0,43.0,0.538
43.0,89.0,0.6
89.0,43.0,0.6
43.0,876.0,0.438
876.0,43.0,0.438
43.0,127.0,0.667
127.0,43.0,0.667
43.0,236.0,0.286
236.0,43.0,0.286
43.0,117.0,1.0
117.0,43.0,1.0
43.0,99.0,0.667
99.0,43.0,0.667
43.0,54.0,0.143
54.0,43.0,0.143
43.0,90.0,0.4
90.0,43.0,0.4
43.0,57.0,1.0
57.0,43.0,1.0
43.0,11.0,0.222
11.0,43.0,0.222
43.0,21.0,0.4
21.0,43.0,0.4
43.0,62.0,0.6
62.0,43.0,0.6
43.0,82.0,0.556
82.0,43.0,0.556
43.0,25.0,0.667
25.0,43.0,0.667
43.0,267.0,0.375
267.0,43.0,0.375
43.0,75.0,0.2
75.0,43.0,0.2
43.0,111.0,0.25
111.0,43.0,0.25
43.0,518.0,0.5
518.0,43.0,0.5
43.0,76.0,0.583
76.0,43.0,0.583
43.0,56.0,0.714
56.0,43.0,0.714
43.0,20.0,0.538
20.0,43.0,0.538
43.0,2.0,0.333
2.0,43.0,0.333
43.0,61.0,0.667
61.0,43.0,0.667
43.0,516.0,0.0
516.0,43.0,0.0
43.0,80.0,0.545
80.0,43.0,0.545
43.0,78.0,0.286
78.0,43.0,0.286
43.0,555.0,0.714
555.0,43.0,0.714
43.0,246.0,0.375
246.0,43.0,0.375
43.0,133.0,1.0
133.0,43.0,1.0
43.0,497.0,0.667
497.0,43.0,0.667
43.0,33.0,0.0
33.0,43.0,0.0
43.0,421.0,0.4
421.0,43.0,0.4
43.0,526.0,0.75
526.0,43.0,0.75
43.0,58.0,0.25
58.0,43.0,0.25
43.0,107.0,0.636
107.0,43.0,0.636
43.0,92.0,0.522
92.0,43.0,0.522
43.0,68.0,0.368
68.0,43.0,0.368
43.0,13.0,0.231
13.0,43.0,0.231
43.0,360.0,0.25
360.0,43.0,0.25
43.0,113.0,0.6
113.0,43.0,0.6
43.0,235.0,0.385
235.0,43.0,0.385
43.0,147.0,0.5
147.0,43.0,0.5
43.0,875.0,0.394
875.0,43.0,0.394
43.0,35.0,0.467
35.0,43.0,0.467
43.0,98.0,0.625
98.0,43.0,0.625
43.0,102.0,0.571
102.0,43.0,0.571
43.0,27.0,0.273
27.0,43.0,0.273
43.0,14.0,0.333
14.0,43.0,0.333
43.0,15.0,0.357
15.0,43.0,0.357
43.0,72.0,0.25
72.0,43.0,0.25
43.0,37.0,0.471
37.0,43.0,0.471
43.0,16.0,0.333
16.0,43.0,0.333
43.0,50.0,0.333
50.0,43.0,0.333
43.0,517.0,0.483
517.0,43.0,0.483
43.0,134.0,0.444
134.0,43.0,0.444
43.0,223.0,0.0
223.0,43.0,0.0
43.0,163.0,0.471
163.0,43.0,0.471
43.0,91.0,0.439
91.0,43.0,0.439
43.0,44.0,0.25
44.0,43.0,0.25
43.0,17.0,0.5
17.0,43.0,0.5
43.0,412.0,0.455
412.0,43.0,0.455
43.0,18.0,0.286
18.0,43.0,0.286
43.0,48.0,0.5
48.0,43.0,0.5
43.0,23.0,0.464
23.0,43.0,0.464
43.0,4.0,0.4
4.0,43.0,0.4
43.0,29.0,0.778
29.0,43.0,0.778
43.0,77.0,0.8
77.0,43.0,0.8
43.0,6.0,0.556
6.0,43.0,0.556
43.0,110.0,0.25
110.0,43.0,0.25
43.0,67.0,0.514
67.0,43.0,0.514
43.0,45.0,0.667
45.0,43.0,0.667
43.0,161.0,0.333
161.0,43.0,0.333
43.0,711.0,0.479
711.0,43.0,0.479
43.0,254.0,0.4
254.0,43.0,0.4
43.0,234.0,0.5
234.0,43.0,0.5
43.0,112.0,0.4
112.0,43.0,0.4
43.0,8.0,0.667
8.0,43.0,0.667
43.0,106.0,0.333
106.0,43.0,0.333
43.0,19.0,1.0
19.0,43.0,1.0
43.0,498.0,0.875
498.0,43.0,0.875
43.0,101.0,0.5
101.0,43.0,0.5
43.0,5.0,0.429
5.0,43.0,0.429
43.0,157.0,0.522
157.0,43.0,0.522
43.0,777.0,0.316
777.0,43.0,0.316
43.0,83.0,0.0
83.0,43.0,0.0
43.0,350.0,0.667
350.0,43.0,0.667
43.0,154.0,0.3
154.0,43.0,0.3
43.0,238.0,0.457
238.0,43.0,0.457
43.0,115.0,0.438
115.0,43.0,0.438
43.0,26.0,0.0
26.0,43.0,0.0
43.0,142.0,0.562
142.0,43.0,0.562
43.0,143.0,0.5
143.0,43.0,0.5
30.0,38.0,0.429
38.0,30.0,0.429
30.0,55.0,0.6
55.0,30.0,0.6
30.0,10.0,0.0
10.0,30.0,0.0
30.0,141.0,0.333
141.0,30.0,0.333
30.0,85.0,0.5
85.0,30.0,0.5
30.0,121.0,0.667
121.0,30.0,0.667
30.0,203.0,0.45
203.0,30.0,0.45
30.0,240.0,0.615
240.0,30.0,0.615
30.0,96.0,0.5
96.0,30.0,0.5
30.0,7.0,0.583
7.0,30.0,0.583
30.0,64.0,0.667
64.0,30.0,0.667
30.0,89.0,0.516
89.0,30.0,0.516
30.0,876.0,0.5
876.0,30.0,0.5
30.0,127.0,0.2
127.0,30.0,0.2
30.0,236.0,0.468
236.0,30.0,0.468
30.0,117.0,0.667
117.0,30.0,0.667
30.0,99.0,0.143
99.0,30.0,0.143
30.0,54.0,0.818
54.0,30.0,0.818
30.0,90.0,0.333
90.0,30.0,0.333
30.0,57.0,0.375
57.0,30.0,0.375
30.0,11.0,1.0
11.0,30.0,1.0
30.0,21.0,0.486
21.0,30.0,0.486
30.0,62.0,0.45
62.0,30.0,0.45
30.0,82.0,0.5
82.0,30.0,0.5
30.0,25.0,0.75
25.0,30.0,0.75
30.0,267.0,0.273
267.0,30.0,0.273
30.0,75.0,0.571
75.0,30.0,0.571
30.0,111.0,0.448
111.0,30.0,0.448
30.0,518.0,0.75
518.0,30.0,0.75
30.0,76.0,0.667
76.0,30.0,0.667
30.0,56.0,0.75
56.0,30.0,0.75
30.0,20.0,0.4
20.0,30.0,0.4
30.0,2.0,0.833
2.0,30.0,0.833
30.0,61.0,1.0
61.0,30.0,1.0
30.0,516.0,0.5
516.0,30.0,0.5
